reaction_id,equation,delta_G0_prime_kJ_per_mol,status
GDPTPDP,C04494 + C00001 = C00044 + C00013,-28.82476410475583,ok
LIPOS,CHEBI:33725 + 2 C00019 + C00080 + C00003 + MNXM147531 = CHEBI:21134 + 2 C05198 + 2 C14818 + MNXM147499 + 2 C00073 + C00004,,skipped (unbalanced)
COLIPAKpp,cpd15432 + CHEBI:15284 = MNXM147454 + C00348,,skipped (unbalanced)
ACPPAT120,MNXM89851 + C00080 + C00009 = C00229 + MNXM147470,,skipped (unbalanced)
3HPPtpp, = 0 C01013 + 0 C00080,0.0,ok
MPTSS,C00002 + C00080 + MNXM148353 = MNXM148352 + C00013,,skipped (unbalanced)
CPMPS,C00044 + C00001 = cpd19505 + C00013,,skipped (unbalanced)
LIPOCT,C00080 + MNXM90185 = C00229 + MNXM147531,0.0,ok
LIPATPT,C00002 + C00725 = C16238 + C00013,1164.3348146460944,ok
LIPAMPL,C16238 = C00020 + MNXM147499,,skipped (unbalanced)
ALDD19xr,C00001 + C00003 + C00601 = 2 C00080 + C00004 + C00548,-37.4591948092544,ok
MMM,C00091 = C00683,8.198833786074601,ok
MOGDS,C00044 + C00080 + CHEBI:60525 = C19928 + C00013,,skipped (unbalanced)
CPH4S,C04895 + C00001 = C00084 + C20239 + C00080 + C00536,-49.06714936568155,ok
WCOS,2 C00080 + C19848 + C20679 = C00020 + C00070 + C00001 + MNXM148528,,skipped (unbalanced)
RFAMPtpp, = 0 C00080 + 0 C06688,0.0,ok
SHCHCS3,C16519 = C05817 + C00022,-91.1401583192441,ok
VPAMTr,C00141 + C00041 = C00022 + C00183,-1.5753563587685449,ok
ACOLIPAabctex,C00002 + C00001 = 0 cpd15392 + C00008 + C00080 + C00009,-27.36519874790435,ok
PYK4,C00112 + C00080 + C00074 = C00063 + C00022,-27.319514179164784,ok
NADPHXD,C00008 + C04899 = C00020 + C00080 + C00005 + C00009,-54.082043037441,ok
NADHHR,C00001 + C00004 = CHEBI:64075,25.922883376447317,ok
ECA4COLIPAabctex,C00002 + C00001 = 0 cpd15457 + C00008 + C00080 + C00009,-27.36519874790435,ok
EX_ttrcyc_e,ttrcyc_e --> ,,skipped (unmapped)
COLIPAPabctex,C00002 + C00001 = 0 MNXM147454 + C00008 + C00080 + C00009,-27.36519874790435,ok
NADPHXE,CHEBI:64077 = C04899,0.0,ok
ALAtpp,ala__L_c --> ala__L_p,,skipped (unmapped)
CH4tex,ch4_e <=> ch4_p,,skipped (unmapped)
EX_mincyc_e,mincyc_e --> ,,skipped (unmapped)
TARTRDtex,tartr__D_e <=> tartr__D_p,,skipped (unmapped)
DM_4crsol_c,4crsol_c --> ,,skipped (unmapped)
3OXCOAT,C00010 + C02232 = C00024 + C00091,-28.615124933450716,ok
BTNt2ipp, = 0 C00120 + 0 C00080,0.0,ok
URACPAH,C00001 + C20231 = C01563 + C00080 + C20249,-41.55507544665508,ok
BTNtex,btn_e <=> btn_p,,skipped (unmapped)
DHBSZ3FEabcpp,C00002 + C00001 = 0 MNXM146250 + C00008 + C00080 + C00009,-27.36519874790435,ok
FE3DHBZS3R,2 MNXM146250 + C00005 = 2 MNXM145882 + 2 C14818 + 3 C00080 + C00006,,skipped (unbalanced)
DXYLONtpp,dxylnt_p <=> dxylnt_c,,skipped (unmapped)
DXYLTD,CHEBI:17746 = CHEBI:16699 + C00001,-41.014035342031704,ok
2DDARAA,CHEBI:16699 = C00266 + C00022,14.574330369834499,ok
2DGLCptspp,C00586 + C00074 = C06369 + C00022,-39.64058520996774,ok
2DGULRGx,cpd15351 + C00080 + C00004 = C00257 + C00003,,skipped (unbalanced)
2DGULRGy,cpd15351 + C00080 + C00005 = C00257 + C00006,,skipped (unbalanced)
AP4AS,2 C00002 + C00080 = C01260 + C00013,1.0839722546064223,ok
ARBTptspp,C06186 + C00074 = C06187 + C00022,-39.65862022638588,ok
ARBTtex,arbt_e --> arbt_p,,skipped (unmapped)
EX_arbt_e,arbt_e --> ,,skipped (unmapped)
GNP,C00345 + C00001 = C00257 + C00009,-17.354467821407987,ok
ALLTAMH2,C00499 + C00001 + 2 C00080 = C00011 + C00014 + C02091,5.667379859573828,ok
UGCIAMH,C00001 + C02091 = C00014 + C00603,-33.5046653586364,ok
DMSOtpp,dmso_p <=> dmso_c,,skipped (unmapped)
POAACR,C00004 + C20249 = C20253 + C00001 + C00003,2.155415964761005,ok
PYDXtex,pydx_e <=> pydx_p,,skipped (unmapped)
PYDXtpp,pydx_p --> pydx_c,,skipped (unmapped)
SUCASPtpp, = 0 C00049 + 0 C00042,0.0,ok
METGLCUR,C00001 + CHEBI:183134 = C00191 + C00132,,error: CHEBI:183134 was not found in the compound cache
ACOAD1fr,C00877 + C01352 = C00136 + C00016,-32.27367671909269,ok
23DOGULNt4pp, = 0 C04575 + 0 C01330,0.0,ok
FE3DCITexs,2 C00158 + C14819 = C06229,,skipped (unbalanced)
SUCMALtpp, = 0 C00149 + 0 C00042,0.0,ok
PYDXNtex,pydxn_e <=> pydxn_p,,skipped (unmapped)
FEENTERES,C06230 + C00001 = MNXM146250,,skipped (unbalanced)
PYDXNtpp,pydxn_p --> pydxn_c,,skipped (unmapped)
FEENTERR4,2 C06230 + C00005 = 2 C05821 + 2 C14818 + C00080 + C00006,,skipped (unbalanced)
ACPPAT160,C00080 + MNXM2026 + C00009 = C00229 + MNXM147481,,skipped (unbalanced)
DXYLONtex,dxylnt_e <=> dxylnt_p,,skipped (unmapped)
PYDAMtex,pydam_e <=> pydam_p,,skipped (unmapped)
PYDAMtpp,pydam_p --> pydam_c,,skipped (unmapped)
PSURItex,psuri_e <=> psuri_p,,skipped (unmapped)
ALR2x,C00080 + C00546 + C00004 = C05235 + C00003,-19.02743099661575,ok
OMPHHXy,C05812 + C00080 + C00005 + C00007 = CHEBI:60655 + C00001 + C00006,-442.6175769780642,ok
CHLt3pp, = 0 C00114 + 0 C00080,0.0,ok
13PPDH2,C00969 + C00080 + C00005 = C02457 + C00006,-20.53948891582968,ok
TARTt2_3pp, = 0 C00080 + 0 C02107,0.0,ok
SUCTARTtpp, = 0 C00042 + 0 C02107,0.0,ok
APCS,C01672 + C01137 = C00170 + C00080 + C16565,3.4630843252093655,ok
CHTBSptspp,MNXM722863 + C00074 = C21152 + C00022,,skipped (unbalanced)
GLYBt3pp, = 0 C00719 + 0 C00080,0.0,ok
AI2tpp,mththf_c --> mththf_p,,skipped (unmapped)
ACPPAT181,C00080 + MNXM89950 + C00009 = C00229 + MNXM147529,,skipped (unbalanced)
Ftpp,f_c --> f_p,,skipped (unmapped)
SQVOSI,CHEBI:77132 = CHEBI:77133,-0.4788098646264416,ok
6D6SPA,MNXM1094119 = C00111 + CHEBI:77135,,error: MNXM1094119 was not found in the compound cache
CHTBStex,chtbs_e <=> chtbs_p,,skipped (unmapped)
TRPtipp,trp__L_c --> trp__L_p,,skipped (unmapped)
TYRtipp,tyr__L_c --> tyr__L_p,,skipped (unmapped)
ThDPAT,C00008 + C00080 + C00068 = CHEBI:71393 + C00009,-37.61602638004246,ok
GHBDHx,C00080 + C00004 + C00232 = C00989 + C00003,0.38238536040989857,ok
DHPStr,CHEBI:176527 = CHEBI:77138,,error: CHEBI:176527 was not found in the compound cache
SQtr,sq_p --> sq_c,,skipped (unmapped)
DHPStex,dhps_e <=> dhps_p,,skipped (unmapped)
APPLDHr,C01888 + C00080 + C00004 = C03194 + C00003,-18.340322353552438,ok
SPMDt3pp, = 0 C00080 + 0 C00315,0.0,ok
FMNtex,fmn_p <=> fmn_e,,skipped (unmapped)
APH141,C00001 + MNXM147614 = 2 C00080 + C00009 + MNXM641,,skipped (unbalanced)
EX_dxylnt_e,dxylnt_e --> ,,skipped (unmapped)
AI2K,C00002 + C11838 = C00008 + MNXM1092879 + C00080,,error: MNXM1092879 was not found in the compound cache
PHEtipp,phe__L_c --> phe__L_p,,skipped (unmapped)
G2PP,C02979 + C00001 = C00116 + C00009,-27.49490916474071,ok
MALt3pp, = 0 C00080 + 0 C00149,0.0,ok
CITt3pp, = 0 C00158 + 0 C00080,0.0,ok
APH161,C00001 + MNXM147482 = 2 C00080 + MNXM950 + C00009,,skipped (unbalanced)
DHNPA2r,C04874 = C01300 + C00266,7.15391948684416,ok
QUIN2tpp,quin_p <=> quin_c,,skipped (unmapped)
GLYC2Pabcpp,C00002 + C00001 = 0 C02979 + C00008 + C00080 + C00009,-27.36519874790435,ok
CRNDtex,crn__D_e <=> crn__D_p,,skipped (unmapped)
SHGO,C03196 + C00007 = C00026 + C00027,-101.17472151462644,ok
CLBtex,cellb_e <=> cellb_p,,skipped (unmapped)
ACOXT,C00024 + C00209 = C00033 + C00313,-19.553457280967223,ok
EX_mththf_e,mththf_e --> ,,skipped (unmapped)
2HESR,CHEBI:43136 + 2 C00051 = C00127 + 2 CHEBI:41218,-0.6274298941130496,ok
CHOLID,C00695 + C00003 = MNXM1092863 + C00080 + C00004,,error: MNXM1092863 was not found in the compound cache
CHOLATEtpp, = 0 C00695 + 0 C00080,0.0,ok
NADHXD,C00008 + CHEBI:64075 = C00020 + C00080 + C00004 + C00009,-53.093547361765275,ok
NADPHHR,C00001 + C00005 = CHEBI:64077,26.911379052122584,ok
NADPHHS,C00001 + C00005 = C04899,26.911379052122584,ok
4ABZGLUH,CHEBI:60903 + C00001 = C00568 + C00025,-1.9625310147404775,ok
4ABZGLUtr, = 0 CHEBI:60903 + 0 C00080,0.0,ok
NADHHS,C00001 + C00004 = CHEBI:64075,25.922883376447317,ok
APH180,C00001 + MNXM147528 = 2 C00080 + C01530 + C00009,,skipped (unbalanced)
NADHXE,nadhx__S_c <=> nadhx__R_c,,skipped (unmapped)
SELabcpp,C00002 + C00001 = 0 C05697 + C00008 + C00080 + C00009,-27.36519874790435,ok
PHDA,CHEBI:140750 + C00001 = CHEBI:141249,,error: CHEBI:140750 was not found in the compound cache
TEO2M,C00019 + CHEBI:30477 = C00021 + CHEBI:71624,3.365194242127174,ok
PACOAT,C00001 + C00582 = C00010 + C00080 + C00548,-26.31774592180895,ok
CYSItpp,cysi__L_c --> cysi__L_p,,skipped (unmapped)
PYK2,C00080 + C00074 + C00015 = C00022 + C00075,-27.378078645854032,ok
PYK3,C00035 + C00080 + C00074 = C00044 + C00022,-30.386380401337632,ok
APH181,C00001 + MNXM147529 = 2 C00080 + C00712 + C00009,,skipped (unbalanced)
DHPTDNR,C05649 + 3 C00080 + C00005 = C00006 + C05650,45.95701603579033,ok
DHPTDNRN,C05649 + 3 C00080 + C00004 = C00003 + C05650,42.25019826161184,ok
GTHPi,2 C00051 + C00027 = C00127 + 2 C00001,-308.7640666928993,ok
SEPHCHCS,C00026 + C00080 + C00885 = C16519 + C00011,-5.6959874739681595,ok
DHNCOAS,C00080 + C03160 = MNXM147663 + C00001,,skipped (unbalanced)
PCNO,C00006 + C00100 = C00080 + C00005 + C00894,60.42439017479933,ok
PYK6,C00363 + C00080 + C00074 = C00459 + C00022,-27.506474503079275,ok
DHNCOAT,MNXM147663 + C00001 = C00010 + C03657 + C00080,,skipped (unbalanced)
FADt,fad_c --> fad_p,,skipped (unmapped)
HPACOAT,CHEBI:189558 + C00001 = C01161 + C00010 + C00080,,error: CHEBI:189558 was not found in the compound cache
PUACGAMtr,puacgam_c --> puacgam_p,,skipped (unmapped)
DC6PDA,C21152 + C00001 = C00033 + CHEBI:71315,-6.847857737189088,ok
5DGLCNR,C01062 + C00080 + C00005 = C00257 + C00006,-20.395825156917113,ok
PIt2rpp, = 0 C00080 + 0 C00009,0.0,ok
FADtex,fad_p <=> fad_e,,skipped (unmapped)
AI2abcpp,C00002 + C00001 = 0 C21382 + C00008 + C00080 + C00009,-27.36519874790435,ok
PAI2I,MNXM1092879 = CHEBI:84359,,error: MNXM1092879 was not found in the compound cache
4HBZt3pp, = 0 C00156 + 0 C00080,0.0,ok
CURR,CHEBI:3962 + C00080 + C00005 = CHEBI:67262 + C00006,-59.111124238368006,ok
LKDRA,CHEBI:58371 = C00424 + C00022,17.34108037233584,ok
LEUt2rpp, = 0 C00080 + 0 C00123,0.0,ok
LCTStpp, = 0 C00080 + 0 C00243,0.0,ok
ILEt3pp, = 0 C00080 + 0 C00407,0.0,ok
METNA,C00024 + C00073 = CHEBI:132957 + C00010 + C00080,-29.25758379638978,ok
METt3pp, = 0 C00080 + 0 C00073,0.0,ok
FESD1s,2 CHEBI:33725 + C00027 + 2 C00080 = 2 MNXM147396 + 2 C14819 + 2 C00001,,skipped (unbalanced)
GSNt3pp, = 0 C00387 + 0 C00080,0.0,ok
CLtipp,cl_p --> cl_c,,skipped (unmapped)
5DKGR,C00257 + C00003 = C01062 + C00080 + C00004,20.526380190917735,ok
XYHDL,C00001 + CHEBI:146431 = C00031 + C00181,,error: CHEBI:146431 was not found in the compound cache
2DGLCtex,2dglc_e <=> 2dglc_p,,skipped (unmapped)
E4PP,C00279 + C00001 = CHEBI:27904 + C00009,-19.916894388362273,ok
PUACGAMS,CHEBI:67063 + C00015 = C00043,,skipped (unbalanced)
PItpp,pi_c --> pi_p,,skipped (unmapped)
RU5PP,C00001 + C00199 = C00009 + C00309,-2.278644948758199,ok
EX_doxrbcn_e,doxrbcn_e --> ,,skipped (unmapped)
6D6SFK,C00002 + CHEBI:77133 = C00008 + C00080 + MNXM1094119,,error: MNXM1094119 was not found in the compound cache
3SLAR,C00080 + C00004 + CHEBI:77135 = CHEBI:176527 + C00003,,error: CHEBI:176527 was not found in the compound cache
LEUt3pp, = 0 C00080 + 0 C00123,0.0,ok
INSt3pp, = 0 C00080 + 0 C00294,0.0,ok
INDOLEt2rpp, = 0 C00080 + 0 C00463,0.0,ok
SQtex,sq_e <=> sq_p,,skipped (unmapped)
ILEt2rpp, = 0 C00080 + 0 C00407,0.0,ok
GLYtpp,gly_c <=> gly_p,,skipped (unmapped)
EX_dhps_e,dhps_e --> ,,skipped (unmapped)
MOX,C00149 + C00007 = C00027 + C00036,-102.86536390441054,ok
URATEtex,urate_e <=> urate_p,,skipped (unmapped)
EX_cs1_e,cs1_e --> ,,skipped (unmapped)
EX_fusa_e,fusa_e --> ,,skipped (unmapped)
CBL1tonex, = 0 C00853 + 0 C00080,0.0,ok
CBItonex, = 0 CHEBI:48529 + 0 C00080,0.0,ok
ARHGDx,C00003 + CHEBI:15801 = C00026 + C00080 + C00004,27.358080193911746,ok
CPL,CHEBI:68686 = C01438 + C20440,0.7128840055488013,ok
EX_mepn_e,mepn_e --> ,,skipped (unmapped)
PSURItpp,psuri_p --> psuri_c,,skipped (unmapped)
CYSTA,C00026 + C00097 = C00025 + C00957,-17.017117438928693,ok
FE3DCITR5,2 C06229 + C00005 = 4 C00158 + 2 C14818 + C00080 + C00006,,skipped (unbalanced)
CH4t2pp,ch4_c --> ch4_p,,skipped (unmapped)
EX_cm_e,cm_e --> ,,skipped (unmapped)
4HTHRA,C06056 = C00266 + C00037,2.837459619625321,ok
EX_novbcn_e,novbcn_e --> ,,skipped (unmapped)
I2FE2SR,MNXM147395 + MNXM146402 + MNXM147128 = 4 C00080 + MNXM146401 + MNXM147129,0.0,ok
GAPP,C00118 + C00001 = C00577 + C00009,-5.327228777714147,ok
TYRL,C00019 + C00005 + C00082 = C01468 + C05198 + C15809 + C00080 + C00073 + C00006,-68.11050750326251,ok
METGLCURt2pp, = 0 C00080 + 0 CHEBI:183134,,error: 0 CHEBI:183134 was not found in the compound cache
METGLCURtex,metglcur_e <=> metglcur_p,,skipped (unmapped)
INOSTO,C00137 + C00007 = C00191 + C00001 + C00080,-399.92567949288366,ok
THZPSN3,C00002 + C15809 + C11437 + C00080 + MNXM146402 + C00005 = C04327 + C00020 + C00011 + 2 C00001 + MNXM146401 + C00006 + C00013,,skipped (unbalanced)
HPYRP,C03232 + C00001 = C00168 + C00009,-17.216717711750697,ok
PSURIK,C00002 + CHEBI:17802 = C00008 + C00080 + MNXM148492,,skipped (unbalanced)
FMNt,fmn_c --> fmn_p,,skipped (unmapped)
AI2tex,mththf_e <=> mththf_p,,skipped (unmapped)
PAI2T,C00010 + CHEBI:84359 = C00024 + C00111,-26.26875978970878,ok
CUt2pp,cu_c --> cu_p,,skipped (unmapped)
Ftex,f_p <=> f_e,,skipped (unmapped)
APG3PAT120,MNXM147470 + C00093 = CHEBI:62840 + C00080 + C00009,,skipped (unbalanced)
CYSItex,cysi__L_e <=> cysi__L_p,,skipped (unmapped)
SERtpp,ser__L_c --> ser__L_p,,skipped (unmapped)
QUINDHyi,C00006 + C00296 = C00944 + 2 C00080 + C00005,15.968137822468861,ok
DHCURR,CHEBI:67262 + C00080 + C00005 = C00006 + CHEBI:67263,-59.111455635473135,ok
RHMND,CHEBI:58118 = C00001 + CHEBI:58371,-41.0139566184024,ok
3HBZCT,CHEBI:57342 + C00001 = CHEBI:24676 + C00010,,skipped (unbalanced)
CXSAMS,C00019 + C00254 = CHEBI:134278 + C00001 + C00166,-48.61877911089894,ok
EX_2dglc_e,2dglc_e --> ,,skipped (unmapped)
THRt2rpp, = 0 C00080 + 0 C00188,0.0,ok
SERt2rpp, = 0 C00080 + 0 C00065,0.0,ok
DHGLYH,C15809 + C00001 + C00080 = C00048 + C00014,4.096324404565507,ok
PNSPA,CHEBI:64853 + C00001 = C00144 + CHEBI:64854,-852.2368527401565,ok
4HTHRK,C06056 + C00002 = C00008 + C00080 + C06055,-12.289713857368156,ok
ACOAD1f,C00136 + C00016 = C00877 + C01352,32.27367671909337,ok
AMPNTAT,C00024 + CHEBI:133674 = CHEBI:134093 + C00010,-798.0219916626756,ok
EX_sq_e,sq_e --> ,,skipped (unmapped)
APH120,MNXM147470 + C00001 = MNXM162258 + 2 C00080 + C00009,,skipped (unbalanced)
URATEtpp, = 0 C00080 + 0 C00366,0.0,ok
CS1tex,cs1_e <=> cs1_p,,skipped (unmapped)
ADOCBLtonex, = 0 C00194 + 0 C00080,0.0,ok
SQGH,C00001 + CHEBI:190012 = C00116 + CHEBI:77132,,error: CHEBI:190012 was not found in the compound cache
URAtpp,ura_c --> ura_p,,skipped (unmapped)
ASPtpp,asp__L_p <=> asp__L_c,,skipped (unmapped)
FUMt1pp,fum_p <=> fum_c,,skipped (unmapped)
SUCCt1pp,succ_p <=> succ_c,,skipped (unmapped)
QUINDH,C00003 + C00296 = C00944 + 2 C00080 + C00004,16.098692856470507,ok
PETNT181pp,C06026 + MNXM2150 = MNXM3775 + C21173,,skipped (unbalanced)
ARMEPNS,C00002 + CHEBI:68684 = C00147 + CHEBI:68823,-43.501209079928685,ok
LCARSyi,C00080 + C00424 + C00005 = C02917 + C00006,-26.32982393944212,ok
MOCDS,C00063 + C00080 + CHEBI:60525 = CHEBI:25373 + C00013,,skipped (unbalanced)
BIOMASS_Ec_iML1515_core_75p37M,0 C00234 + 0 CHEBI:21134 + 0 C05811 + 0 CHEBI:33725 + 0 C00041 + 0 C00019 + 0 C00062 + 0 C00152 + 0 C00049 + 75 C00002 + 0 C00120 + 0 C00076 + 0 C00698 + 0 C00010 + 0 C00175 + 0 C00063 + 0 C00070 + 0 C00097 + 0 C00131 + 0 C00458 + 0 C00286 + 0 C00459 + 0 C00016 + 0 C14818 + 0 C14819 + 0 C00064 + 0 C00025 + 0 C00037 + 0 C00044 + 70 C00001 + 0 C00135 + 0 C00407 + 0 C00238 + 0 C06025 + 0 C00123 + 0 C00047 + 0 C00073 + 0 C00305 + 0 C00143 + 0 C19610 + 0 C06232 + 0 cpd15514 + 0 C00003 + 0 C00006 + 0 C00014 + 0 C19609 + 0 CHEBI:73005 + 0 cpd29055 + 0 C00079 + 0 C00032 + 0 C00148 + 0 C00018 + 0 C00255 + 0 C00065 + 0 C00748 + 0 C00059 + 0 C00091 + 0 C00101 + 0 C00068 + 0 C00188 + 0 C00078 + 0 C00082 + 0 CHEBI:15284 + 0 C00075 + 0 C00183 + 0 C00038 = 75 C00008 + 75 C00080 + 75 C00009 + 0 C00013,,skipped (unbalanced)
BIOMASS_Ec_iML1515_WT_75p37M,0 C00234 + 0 CHEBI:61873 + 0 CHEBI:21134 + 0 CHEBI:33725 + 0 C00440 + 0 C00024 + 0 C00194 + 0 C00041 + 0 C00019 + 0 C00062 + 0 C00152 + 0 C00049 + 75 C00002 + 0 C00120 + 0 C00076 + 0 C00251 + 0 C00698 + 0 CHEBI:104586 + 0 CHEBI:104873 + 0 CHEBI:105685 + 0 C00010 + 0 C00175 + 0 cpd15432 + 0 C00063 + 0 C00070 + 0 C00097 + 0 C00131 + 0 C00458 + 0 C00286 + 0 C00459 + 0 C05821 + 0 C00016 + 0 C14818 + 0 C14819 + 0 C00064 + 0 C00025 + 0 C00037 + 0 C00182 + 0 C00051 + 0 C00044 + 70 C00001 + 0 C15672 + 0 C00135 + 0 C00407 + 0 C00238 + 0 C00123 + 0 MNXM147499 + 0 C00047 + 0 C00083 + 0 C00073 + 0 C00305 + 0 C00143 + 0 C19610 + 0 C06232 + 0 CHEBI:25373 + 0 C19928 + 0 CHEBI:61684 + 0 cpd15501 + 0 cpd15503 + 0 cpd15505 + 0 cpd15506 + 0 cpd15508 + 0 C00003 + 0 C00004 + 0 C00006 + 0 C00005 + 0 C00014 + 0 C19609 + 0 CHEBI:73005 + 0 cpd29055 + 0 MNXM2150 + 0 CHEBI:72829 + 0 cpd15539 + 0 MNXM1773 + 0 C00079 + 0 C00032 + 0 C00148 + 0 C00134 + 0 C00018 + 0 CHEBI:61682 + 0 C00255 + 0 C00065 + 0 C00748 + 0 C00059 + 0 C00315 + 0 C00091 + 0 C00101 + 0 C00068 + 0 C00188 + 0 C00078 + 0 C00082 + 0 CHEBI:15284 + 0 C00075 + 0 C00183 + 0 C00038 = 75 C00008 + 75 C00080 + 75 C00009 + 0 C00013,,skipped (unbalanced)
RPNTPH,C00001 + CHEBI:68823 = C00080 + C00013 + CHEBI:68686,-44.3459137320952,ok
PRCPD,C00001 + C20440 = C00080 + C01151,-33.314169500093556,ok
FUSAtex,fusa_e <=> fusa_p,,skipped (unmapped)
MEPNtex,mepn_e <=> mepn_p,,skipped (unmapped)
UDPGPT,C00348 + C00029 = C19772 + C00105,5.295311230470418,ok
MEPNabcpp,C00002 + C00001 = 0 CHEBI:68684 + C00008 + C00080 + C00009,-27.36519874790435,ok
OMMBLHXy,CHEBI:60656 + C00080 + C00005 + C00007 = CHEBI:1231 + C00001 + C00006,-442.6166704485298,ok
OPHHXy,C05810 + C00080 + C00005 + C00007 = C05811 + C00001 + C00006,-442.62412903584425,ok
PROD3,C00148 + C17569 = C03912 + C00080 + CHEBI:61682,-84.51102804263144,ok
NOVBCNtex,novbcn_e <=> novbcn_p,,skipped (unmapped)
F1PP,C01094 + C00001 = C00095 + C00009,-13.170808652096532,ok
ACP1p,C00061 + C00001 = C00009 + C00255,-17.324380333706415,ok
EX_4abzglu_e,4abzglu_e --> ,,skipped (unmapped)
EX_rfamp_e,rfamp_e --> ,,skipped (unmapped)
3HPADHi,C00969 + C00001 + C00003 = C01013 + 2 C00080 + C00004,-50.62620602697257,ok
4ABZGLUtex,4abzglu_e <=> 4abzglu_p,,skipped (unmapped)
QUIN2tex,quin_e <=> quin_p,,skipped (unmapped)
2HPTCOAT,MNXM148626 + C00001 = MNXM148627 + C00010,-27.03607379022378,ok
EX_metglcur_e,metglcur_e --> ,,skipped (unmapped)
EX_quin_e,quin_e --> ,,skipped (unmapped)
MC6PH,C00001 + CHEBI:71315 = C00357 + C00329,-12.441525331066828,ok
FORCT,C00798 + C00209 = C00058 + C00313,5.9980374436408965,ok
SLNTabcpp,C00002 + C00001 = 0 C05684 + C00008 + C00080 + C00009,-27.36519874790435,ok
VALt2rpp, = 0 C00080 + 0 C00183,0.0,ok
DHPTDCs2,C11838 = CHEBI:71316,-22.5349860177335,ok
VALt3pp, = 0 C00080 + 0 C00183,0.0,ok
MN2tipp,mn2_c --> mn2_p,,skipped (unmapped)
EX_3hpp_e,3hpp_e --> ,,skipped (unmapped)
PACCOAE,C00080 + C00005 + C00007 + C00582 = C00001 + C00006 + MNXM148501,,skipped (unbalanced)
OXDHCOAT,C19945 + C00010 = CHEBI:67261 + C00024,-30.168455442491677,ok
HADPCOADH3,C14145 + C00003 = C00080 + C00004 + C02232,18.669149854298894,ok
O16A4COLIPAabctex,C00002 + C00001 = 0 cpd15518 + C00008 + C00080 + C00009,-27.36519874790435,ok
COLIPAabctex,C00002 + C00001 = 0 cpd15432 + C00008 + C00080 + C00009,-27.36519874790435,ok
ENLIPAabctex,C00002 + C00001 = 0 C21173 + C00008 + C00080 + C00009,-27.36519874790435,ok
DM_mththf_c,mththf_c --> ,,skipped (unmapped)
PYROX,C00080 + C00004 + C00007 + C00106 = C00003 + C20231,41.36106193697947,ok
BMOGDS1,MNXM147053 + C00044 + C00080 = MNXM148110 + C00013,,skipped (unbalanced)
MPTS,cpd19505 + C00070 + 2 MNXM148354 = 5 C00080 + 2 MNXM148353 + C05924,,skipped (unbalanced)
MOCOS,2 C00080 + C06232 + C19848 = C00020 + C00070 + C00001 + CHEBI:60525,,skipped (unbalanced)
BMOGDS2,MNXM148110 + C00044 + C00080 = MNXM147054 + C00013,,skipped (unbalanced)
FESD2s,2 CHEBI:33725 + 2 C00080 + 2 C00533 = 2 MNXM147396 + 2 C14819 + C00001 + C00887,,skipped (unbalanced)
OCTNLL,C00002 + C00080 + C06423 = C00020 + MNXM147531 + C00013,,skipped (unbalanced)
